question_idx,framework,em,f1,total_tokens
3388,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,10773
2543,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6067
2893,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6368
6613,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13418
854,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5982
4865,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5750
102,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7214
3235,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11575
5498,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6142
1666,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12623
4240,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6000
4787,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5705
3042,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,9711
3620,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,14088
1611,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,23920
4233,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6027
5948,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12540
1011,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7200
754,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6700
592,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12295
5683,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,20111
3681,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7332
2703,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5746
1419,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5925
7382,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,13607
626,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5825
2806,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5819
4502,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,20275
41,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5922
6937,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6094
2778,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5753
4589,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5864
2724,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5721
5148,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5899
4438,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,8548
5597,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5835
4851,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6562
6672,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,14831
1654,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,14607
3696,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5741
797,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6077
4993,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,20697
1260,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5560
1865,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12643
2907,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,22321
3859,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5904
3222,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,16707
2022,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11202
350,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6194
3962,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,14065
6087,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5563
3352,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5899
7331,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5882
2877,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6783
6795,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6698
6536,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5899
502,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6020
1770,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5805
6681,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,23476
682,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6626
4084,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6486
283,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6263
6498,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,15012
4440,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,24591
1930,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,17844
6096,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13753
6380,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,25702
1090,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5817
2203,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,26669
6698,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5784
