question_idx,question_text,answer,gt_answer,em,f1,llm_correct,n_calls,n_badcalls,input_tokens,output_tokens,total_tokens,action_pruned_happen,context_pruned_happen,total_pruning,visited_pages
12,Question: What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,null,1999,0,0.0,0,7,0,15948,650,16598,0,0,0,0
6989,Question: A Therapy was written and directed by what French-Polish film director who was born in Paris?,null,Rajmund Roman Thierry Polański,0,0.0,0,7,0,15291,415,15706,0,0,0,0
1927,Question: Dost Mohammad Khan was killed by a ruler who became the third king of what country?,null,Afghanistan,0,0.0,0,5,0,10411,317,10728,0,0,0,0
3476,"Question: Caprice No. 5 was composed by what Italian violinist, guitarist, and composer, who was the most celebrated violin virtuoso of his time?",Niccolò Paganini,Niccolò (or Nicolò) Paganini,0,0.6666666666666666,1,3,0,5760,255,6015,0,0,0,0
1678,Question: The 2006 film Alien Autopsy promoted by Ant & Dec made it to which spot on the British box office chart?,no. 3,no. 3,1,1.0,1,2,0,3742,81,3823,0,0,0,0
5998,Question: How many termini does the train that runs on the C&M subdivision and runs between Chicago and the Pacific Northwest serve?,null,two termini,0,0.0,0,7,0,16013,799,16812,0,0,0,0
2192,Question: What prominent director worked with Orion Pictures and was born in December of 1935?,null,"Heywood ""Woody"" Allen",0,0.0,0,7,0,15640,678,16318,0,0,0,0
1175,Question: In what year did Farda Amiga win a race at the Saratoga Race course?,2002,"(foaled February 1, 1999)",0,0.0,0,3,0,5879,370,6249,0,0,0,0
4545,"Question: Jessica Jones is a television series created for Netflix, the second in the series of the shows that lead to ""The Defenders"" miniseries after what show released on Netflix earlier?",Daredevil,Daredevil,1,1.0,1,2,0,3851,147,3998,0,0,0,0
1674,Question: What did both Karel Bossart and Sergei Korolev design?,rockets,rocket,0,0.0,1,3,0,5868,174,6042,0,0,0,0
279,Question: What type of magazine is Eugene Habecker the chairman of?,evangelical Christian media magazine,evangelical Christian periodical,0,0.5714285714285715,1,3,0,5952,157,6109,0,0,0,0
5674,"Question: In modern history of Syria this kingdom lasted for only four months, this kingdom surrendered to who?",French forces,French,0,0.6666666666666666,1,3,0,5817,263,6080,0,0,0,0
5036,Question: One of Central Dublin's most historic working-class neighbourhoods is the home to a football club who were the first ever winners of what cup?,null,FAI Junior Cup,0,0.0,0,7,0,16004,865,16869,0,0,0,0
4180,Question: What year was the actor son of Jeremiah Porter born? ,null,1997,0,0.0,0,2,0,3734,206,3940,0,0,0,0
4597,"Question: Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing Co.,Stone Brewing,0,0.8,1,6,0,13627,345,13972,0,0,0,0
5459,Question: What year was the recipient of the 2016 Best Footballer in Asia born?,1986,1986,1,1.0,1,5,0,10503,264,10767,0,0,0,0
3153,Question: What Swiss football forward currently plays for the Swiss football club founded in 1905?,null,Andrea Locatelli,0,0.0,0,7,0,14974,599,15573,0,0,0,0
7245,Question: Black Pearl was a South Korean girl group who were known to follow the steps of what Norwegian pop music duo comprising Marit Larsen and Marion Raven?,M2M,M2M,1,1.0,1,5,0,10302,245,10547,0,0,0,0
3055,Question: Shadi Attieh is often referred to as the Lebanese version of a footballer who plays for what Major League Soccer team?,null,Los Angeles Galaxy,0,0.0,0,2,0,3639,122,3761,0,0,0,0
5800,Question: This Australian racing driver currently drives the No. 22 Holden VF Commodore produced by Holden Commodore which manufactures what other models?,"Holden Caprice, Holden Ute",sedan and station wagon,0,0.0,0,3,0,6073,274,6347,0,0,0,0
4738,Question: The 2013–14 Phoenix Suns season brought back a player who now plays for what team?,null,Houston Rockets,0,0.0,0,3,0,5731,174,5905,0,0,0,0
645,"Question: Which American comedian born on March 21, 1962, appeared in the movie ""Sleepless in Seattle?""",Rosie O'Donnell,Rosie O'Donnell,1,1.0,1,5,0,10349,317,10666,0,0,0,0
2361,Question: What European championship did the man that holds a record with John Boulger win twice?,null,London Riders' Championship,0,0.0,0,5,0,10502,260,10762,0,0,0,0
6080,Question: On what UHF channel is the station that Cindy Williams is on broadcast?,null,44,0,0.0,0,2,0,3715,109,3824,0,0,0,0
2642,Question: Party of Syrian Unity was established in the wake of a public statement that announced what ?,"the future government of the regions of the Ottoman Empire occupied by Allies of World War I ""should be based upon the principle of the consent of the governed""","support for the establishment of a ""national home for the Jewish people"" in Palestine",0,0.0588235294117647,0,3,0,6209,298,6507,0,0,0,0
7153,"Question: What was unique about the attraction that was replaced by Monsters, Inc. Laughing Floor on April 2,2007?",null,the first to utilize Audio-Animatronics,0,0.0,0,7,0,15271,722,15993,0,0,0,0
5490,Question: What type of art does The Consul and Arlecchino have in common?,theatre,music,0,0.0,0,3,0,6006,186,6192,0,0,0,0
691,Question: Scout Tufankjian and Daron Malakian are both what?,Armenian-American,Armenian–American,0,0.0,1,3,0,5971,169,6140,0,0,0,0
3794,"Question: What country does Salmonby and Somersby, Lincolnshire have in common?",England,England,1,1.0,1,3,0,5906,118,6024,0,0,0,0
4912,Question: Nochnye Snaipery was founded by Svetlana Surganova and a female who is an Honored Artist of where?,null,the Chechen Republic,0,0.0,0,6,0,13284,455,13739,0,0,0,0
1102,"Question: Which publication still relies on paper printing, Human Events or Texas Highways? ",Texas Highways,Texas Highways,1,1.0,1,3,0,5868,115,5983,0,0,0,0
2123,"Question: Reveille Park is the eighth album by which American rapper born on October 5, 1970?",null,South Park Mexican,0,0.0,0,7,0,15558,524,16082,0,0,0,0
3007,Question: Lex Antonia nullified the dictatorial laws set up by which Roman general?,Julius Caesar,Sulla,0,0.0,0,2,0,3778,232,4010,0,0,0,0
2738,Question: What job do both Alfred Santell and David Fincher have in common?,film director,director,0,0.6666666666666666,1,3,0,5749,164,5913,0,0,0,0
5975,"Question: Ist das Ihr Fahrrad Mr O’Brien? is a German biographical radio play about life, works and legacy of an Irish novelist whose many satrical columns were written under what name?",Myles na gCopaleen,Myles na gCopaleen,1,1.0,1,3,0,5879,247,6126,0,0,0,0
3171,Question: Theme Park Inc is a video game that created what sequel in North America in 1999?,SimCoaster,Sim Theme Park,0,0.0,0,2,0,3668,203,3871,0,0,0,0
4911,"Question: Who was born first, Little Feat's Lowell George, or Ian Hunter from Mott the Hoople?",Ian Hunter,Ian Hunter,1,1.0,1,4,0,7857,179,8036,0,0,0,0
6849,"Question: A British sports, health and leisure business hosted the World Games on what dates?",null,July 25 to August 4,0,0.0,0,5,0,10264,446,10710,0,0,0,0
6370,Question: What theme park was seen as a competitor for Ocean Park Hong Kong and opened in September 2005?,Hong Kong Disneyland,Hong Kong Disneyland,1,1.0,1,3,0,6184,214,6398,0,0,0,0
3043,Question: Are the 1908 Ex parte Young and 1948 McCollum v. Board of Education United States Supreme Court cases related to each other in any way?,no,no,1,1.0,1,3,0,5950,220,6170,0,0,0,0
603,"Question: ""Black Maverick"" is a biography of what American civil rights leader, fraternal organization leader, entrepreneur and surgeon?",T. R. M. Howard,T. R. M. Howard,1,1.0,1,6,0,12686,474,13160,0,0,0,0
2894,Question: In what year was the Commander of the second human spaceflight mission in the United States Apollo space program born?,null,1928,0,0.0,0,7,0,16676,565,17241,0,0,0,0
7387,Question: What is the city where Orville Siegfried went to college and that is located in Jackson county?,null,"Lee's Summit, Missouri",0,0.0,0,7,0,14401,494,14895,0,0,0,0
3693,Question: What year did the shopping centre on the street numbered B411 open in the space of in the retail space of the former William Whiteley Limited department store?,1911,1989,0,0.0,0,7,0,15323,522,15845,0,0,0,0
6135,"Question: Which of these universities, Northwestern University or Johns Hopkins University, have a campus outside of the United States territories?",Northwestern University,"with other campuses located in Chicago and Doha, Qatar",0,0.0,0,7,0,15101,374,15475,0,0,0,0
5441,Question: Peter and the Wolf was originally released as a segment of an animated anthology released to theaters on which day ?,"April 20, 1946","April 20, 1946",1,1.0,1,4,0,8148,251,8399,0,0,0,0
3669,Question: Viscount Yamaji Motoharu was a general in the early Imperial Japanese Army which belonged to which Empire?,Empire of Japan,Empire of Japan,1,1.0,1,3,0,5653,112,5765,0,0,0,0
2379,Question: Does Il trovatore have less acts than La rondine,no,no,1,1.0,1,3,0,6030,144,6174,0,0,0,0
1527,Question: From which team did the linebacker for four NFL teams between 1985-1996 get fired by on November 29?,null,The Jacksonville Jaguars,0,0.0,0,7,0,15564,737,16301,0,0,0,0
359,Question: Who were the producers of the show for which Chris McKay made his feature film directorial debut?,null,"Dan Lin, Roy Lee, Phil Lord and Christopher Miller",0,0.0,0,6,0,12620,361,12981,0,0,0,0
3792,Question: What are both Caleb Shomo and Brian Welch?,musicians,singer,0,0.0,1,3,0,5867,160,6027,0,0,0,0
6797,Question: What river runs near the tidal island of Eilean Tioram?,River Shiel,River Shiel,1,1.0,1,7,0,16503,714,17217,0,0,0,0
4444,Question: Were the films Tonka and 101 Dalmatians released in the same decade?,yes,1958 Walt Disney Western adventure film,0,0.0,0,5,0,10478,371,10849,0,0,0,0
7304,Question: A sparse image is used by the FileVault feature in Mac OS X in versions later than which?,Mac OS X 10.4 Tiger,Mac OS X 10.3,0,0.6666666666666665,0,3,1,6014,549,6563,0,0,0,0
779,"Question: Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Anderson County,Bourbon County,0,0.5,0,6,0,13542,646,14188,0,0,0,0
3324,"Question: Which is a type of gun dog, the Labrador Retriever or the Tibetan Terrier?",Labrador Retriever,Labrador Retriever,1,1.0,1,3,0,5750,111,5861,0,0,0,0
3488,Question: Who is the father of the Prince in which William Joseph Weaver is most famous for painting a full length portrait of?,King George III,George III,0,0.8,1,4,0,8058,228,8286,0,0,0,0
6469,"Question: Of what ethnicity is the founder of the Orchestra which debuted on January 1, 1988?",null,Dutch,0,0.0,0,5,0,10106,473,10579,0,0,0,0
2732,Question: Which artist has worked with King Crimson and also released a solo album in 2011?,null,Steven Wilson,0,0.0,0,7,0,17748,556,18304,0,0,0,0
3094,Question: What is the character of fictional character Claire Fraser in a British-American television drama series developed by Ronald D. Moore ?,"Smart, stubborn, and willful. She uses her wits, practical medical skills, and knowledge of the future to survive in the 18th century.",Claire is a married World War II nurse,0,0.0,1,4,0,7947,286,8233,0,0,0,0
6744,Question: Who is the player that is Dutch who was the head of the Arsenal Football Club?,null,Andries Jonker,0,0.0,0,7,0,16035,599,16634,0,0,0,0
4475,Question: Which partner of Jash was born in 1970?,Sarah Silverman,Sarah Kate Silverman,0,0.8,1,6,0,13589,239,13828,0,0,0,0
1289,"Question:  Hamilton Evans ""Tony"" James is the COO and director of the largest alternative investment firm in what?",null,the world,0,0.0,0,7,0,15487,740,16227,0,0,0,0
549,"Question: WAVN is a Gospel formatted broadcast radio station tied to which city in DeSoto County, Mississippi?",Southaven,"Southaven, Mississippi",0,0.6666666666666666,1,3,0,5800,417,6217,0,0,0,0
3351,Question: Where was one of the runners born who almost broke Craig Virgin's Illinois Boys Cross Country record?,null,"Kaunas, Lithuania",0,0.0,0,4,0,8050,672,8722,0,0,0,0
628,"Question: What year was the American healthy lifestyle magazine, in which Georgia Rickard contributed, started?",null,1950,0,0.0,0,7,0,15548,453,16001,0,0,0,0
5029,Question: Triangle Brewing Company was started by a founder who had experience as what non-commercial alcohol producer?,homebrewer,homebrewer,1,1.0,1,2,0,3847,97,3944,0,0,0,0
3599,"Question: What person, known also as Jane Ryan, has a four lane highway in the Philippines name after her? ",null,Imelda Marcos,0,0.0,0,7,0,16566,539,17105,0,0,0,0
7184,"Question: Which legal, autonomous North American tribal government signed its constitution in Oklahoma on September 6, 1839?",null,The Cherokee Nation,0,0.0,0,7,0,15470,493,15963,0,0,0,0
1061,Question: Howard Van Doren Shaw was the designer of which 1917 Progressive Era community? ,Marktown,Marktown,1,1.0,1,3,0,5848,146,5994,0,0,0,0
5602,Question: When was the publisher of Traveller Supplement 4: Citizens of the Imperium in business?,1973 to 1996,from 1973 to 1996,0,0.8571428571428571,1,3,0,5913,176,6089,0,0,0,0
398,Question: Snowdrop is a proprietary game engine first revealed with an online-only action role-playing video game developed by who?,Massive Entertainment and Ubisoft,Massive Entertainment,0,0.6666666666666666,0,3,0,6027,239,6266,0,0,0,0
4241,Question: The Story of Them Featuring Van Morrison is a compilation album recorded by what Northern Irish band formed in Belfast in April 1964?,Them,Them,1,1.0,1,2,0,3832,151,3983,0,0,0,0
2859,Question: David Lightfoot worked on what film loosely based on the murders of tourists by Ivan Milat in the 1990's?,Wolf Creek,Wolf Creek,1,1.0,1,4,0,7882,218,8100,0,0,0,0
4615,Question: The musical composer of Manru was a spokesman for what country's independence?,Poland,Polish independence,0,0.0,0,3,0,6035,164,6199,0,0,0,0
4327,"Question: José Rubia Barcia  published a great number of books and articles on a Spanish poet, playwright, and what?",writers,theatre director,0,0.0,0,2,0,3765,212,3977,0,0,0,0
6863,Question: In which year was the coach of the 1917 Pittsburgh Panthers football team inducted into the College Football Hall of Fame?,1951,1951,1,1.0,1,4,0,8271,186,8457,0,0,0,0
4616,"Question: Which is bigger, Griffon Bruxellois or English Mastiff?",English Mastiff,English Mastiff,1,1.0,1,6,0,13153,299,13452,0,0,0,0
6755,Question: What was the codename for the atomic bomb that is dropped by someone other than the weaponeer Frederick Ashworth?,Little Boy,Little Boy,1,1.0,1,5,0,10945,313,11258,0,0,0,0
194,Question: What is the full name of the viral respiratory disease in which Yi Guan's research helped to prevent the outbreak of?,Severe acute respiratory syndrome,severe acute respiratory syndrome,1,1.0,1,3,0,6137,149,6286,0,0,0,0
4686,"Question: The comedian who starred in ""Gone Are the Dayes"" made his big break in which show?",The Carol Burnett Show,The Danny Kaye Show,0,0.3333333333333333,0,4,0,8245,273,8518,0,0,0,0
5492,Question: Which actor that has performed as Inspector Javert in a Les Misérables production Has won the Laurence Olivier Award for Best Actor in a musical three times?,null,Philip Quast,0,0.0,0,7,0,15832,486,16318,0,0,0,0
3596,Question: Who conceived the rapid transit system that Klemzig Interchange is a part of?,Daimler-Benz,Daimler-Benz,1,1.0,1,3,0,5959,120,6079,0,0,0,0
6127,Question: Jolyon James performed the role of Moonshadow in a musical by a composer of what nationality?,British,British,1,1.0,1,5,0,10184,301,10485,0,0,0,0
1019,Question: Are both Aloinopsis and Eriogonum ice plants?,no,no,1,1.0,1,3,0,5626,148,5774,0,0,0,0
991,Question: Show Her is a song written by a country music artist who is also a former player of what sport?,football,American football,0,0.6666666666666666,1,4,0,7828,251,8079,0,0,0,0
1399,Question: Was Pocahontas made before Born in China?,Yes,yes,1,1.0,1,5,0,10485,294,10779,0,0,0,0
1882,Question: Who wrote the 1995 American action film starring a two-time consensus All-American?,null,Steven Selling,0,0.0,0,7,0,15745,691,16436,0,0,0,0
4057,Question: What's the name of the differential equation that was developed by the German physicist who was the doctoral advisor to another German Physicist who identified the Stark effect?,null,Lommel differential equation,0,0.0,0,7,0,15548,426,15974,0,0,0,0
928,Question: For which NBA team did the MVP of the 2013 McDonald's All-American Boys Game play?,Denver Nuggets,Orlando Magic,0,0.0,0,4,0,7933,150,8083,0,0,0,0
1883,"Question: What is the Latin name for one of the five ""big cats"" that the word ""Panther"" may refer to when outside of the Americas?",Panthera,Panthera pardus,0,0.6666666666666666,0,3,0,5621,336,5957,0,0,0,0
2389,Question: Heinrich Marschner was a composer who performed in the time frame after one of the first significant composers in what school of work?,German Romantic opera,Romantic,0,0.5,0,4,0,8404,425,8829,0,0,0,0
4006,Question: David Thewlis had a performance in the film Macbeth as which father of Malcolm and Donalbain?,King Duncan,King Duncan,1,1.0,1,6,0,13522,536,14058,0,0,0,0
1001,Question: Nicolau Colaco played as a defender in the men's professional league sponsored by which company?,null,Hero,0,0.0,0,7,0,15107,446,15553,0,0,0,0
1013,"Question: Which novelist was German, David Guterson or Thomas Mann?",Thomas Mann,Paul Thomas Mann,0,0.8,1,3,0,6137,201,6338,0,0,0,0
6613,Question: Lou Pai is a former executive of an energy company that went bankrupt in what year?,2001,2001,1,1.0,1,3,0,6127,106,6233,0,0,0,0
163,Question: What British singer-songwriter hosted the 16th Annual Young Hollywood Awards?,Kelly Osbourne,Kelly Lee Osbourne,0,0.8,1,4,0,8006,250,8256,0,0,0,0
1578,"Question: ""Angry Dad: The Movie"" is the fourteenth episode of a simpson's season that began airing on which date ?","September 26, 2010","September 26, 2010",1,1.0,1,3,0,5873,195,6068,0,0,0,0
6995,Question: What was the name of the commander who captured all of the French ships that varied in size?,null,Joshua Rowley,0,0.0,0,6,0,13166,853,14019,0,0,0,0
5883,"Question: Which movie is loosley based off the Brother Grimm's ""Iron Henry""?",The Princess and the Frog,The Frog Prince,0,0.4,0,6,0,13233,424,13657,0,0,0,0
6239,Question: Which movie was Valeria Golino in that also stared Tom Cruise?,Rain Man,Rain Man,1,1.0,1,3,0,6082,167,6249,0,0,0,0
3826,Question: White love was what number of single created by a record label est in 2008 by Kim Shi Dao?,null,the second,0,0.0,0,3,0,5765,187,5952,0,0,0,0
2274,"Question: What heritage site, known for a British explorer, is listed Seventeen Seventy Australia?","Cook's Landing Place, Town of Seventeen Seventy",Captain Cook's Landing Place,0,0.5454545454545454,0,3,0,5751,252,6003,0,0,0,0
1169,Question:  Ravi Khote:has included his music in which 2003 Indian drama?,Kal Ho Naa Ho,Kal Ho Naa Ho,1,1.0,1,3,0,5891,237,6128,0,0,0,0
6119,Question: Which English actor starred in the 1995 american romantic drama film The Scarlet Letter alongside Demi Moore and Robert Duvall?,Gary Oldman,Gary Oldman,1,1.0,1,3,0,5894,157,6051,0,0,0,0
2895,"Question: Ekaterina Alexeyevna Davydova skated with which 2006 Olympic champion, two-time World champion, three-time Grand Prix Final champion, and three-time European champion?",Roman Kostomarov,Roman Kostomarov,1,1.0,1,4,0,8040,346,8386,0,0,0,0
1268,Question: Are Sutera and Rhodotypos both types of shrub?,no,no,1,1.0,1,2,0,3703,97,3800,0,0,0,0
3212,Question: Do both Kettering University and University of New Mexico offer post-secondary degrees?,yes,yes,1,1.0,1,3,0,5814,166,5980,0,0,0,0
615,"Question: The Simpsons episode that aired on February 19, 2012 entitled ""At Long Last Leave"" represented what milestone for the show? ",500th episode,show's 500th episode,0,0.8,1,2,0,3782,138,3920,0,0,0,0
5758,Question: What city is the women's Vans Triple Crown of Surfing event hosted at?,Pupukea,City and County of Honolulu,0,0.0,0,5,0,10399,323,10722,0,0,0,0
4086,"Question: Christopher ""Chris"" Fairbank provided voice talent for which 2006 British-American computer-animated action-adventure comedy film directed by David Bowers and Sam Fell?",null,Flushed Away,0,0.0,0,7,0,15154,411,15565,0,0,0,0
5561,Question: Phil Edwards is an American surfer from California whose photo appeared in the cover of what magazine which has over 3 million subscribers and is read by 23 million people each week?,Sports Illustrated,Sports Illustrated,1,1.0,1,7,0,15165,419,15584,0,0,0,0
6888,"Question: The subject of the biography ""Name Dropper"" was born in what year?",null,1961,0,0.0,0,3,0,5553,164,5717,0,0,0,0
3704,Question: The Collection at RiverPark is anchored by Target and an American supermarket chain that features foods without what type of fat?,hydrogenated fats,hydrogenated,0,0.6666666666666666,0,3,0,6008,171,6179,0,0,0,0
6659,"Question: IS Universidad de Oriente part of the same public university system as California State University, Dominguez Hills?",no,no,1,1.0,1,3,0,6022,195,6217,0,0,0,0
3303,"Question: What song was created by the group consisting of Jeffrey Jey, Maurizio Lobina and Gabry Ponte and released on 15 January 1999?",null,Blue,0,0.0,0,6,0,13770,642,14412,0,0,0,0
1258,"Question: Between the documentaries The Staten Island Catapult and Frida, en trotjänarinna which came first?",null,"Frida, en trotjänarinna",0,0.0,0,4,0,7912,350,8262,0,0,0,0
244,Question: What class of instrument does Apatim Majumdar play?,stringed instrument,strings,0,0.0,1,4,0,7753,193,7946,0,0,0,0
1109,"Question: What is the main flavor of both soft drinks, Solo from Norway, and Sunkist?",orange,orange,1,1.0,1,5,0,10044,191,10235,0,0,0,0
242,Question: Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology? ,null,"Reginald Martinez ""Reggie"" Jackson",0,0.0,0,7,0,16095,470,16565,0,0,0,0
7169,Question: What kind of ships have been named after the King of Norway who ascended the throne in 1991?,null,motor ships,0,0.0,0,7,0,15605,763,16368,0,0,0,0
6575,"Question: which star of Hwarang: The Poet Warrior Youth was born on November 16, 1991 ?",null,Park Hyung-Sik,0,0.0,0,7,0,16726,336,17062,0,0,0,0
1745,Question: Are both American Foxhound and Löwchen types of Foxhounds?,no,no,1,1.0,1,3,0,5767,147,5914,0,0,0,0
4223,Question: How many beer brands are in the portfolio of the company that hired Leonardus (Leo) Petrus Beukeboom to decorate cafes?,over 170,over 170,1,1.0,1,5,0,10360,224,10584,0,0,0,0
4197,Question: Caleb Kelly plays for a football team with whom as head coach?,null,Lincoln Riley,0,0.0,0,7,0,15239,479,15718,0,0,0,0
2767,Question: That is the nationality of the author who wrote books that featured the character Faline?,Austrian,Austrian,1,1.0,1,2,0,3790,137,3927,0,0,0,0
3531,"Question: Wagner Moura received what nomination for playing the lead role of ""The King of Cocaine""? ",Golden Globe Award nomination,Golden Globe,0,0.6666666666666666,1,4,0,8478,287,8765,0,0,0,0
3486,Question: Amil Grove appeared in what  British tabloid published by News UK? ,null,Amii Anne J. Grove,0,0.0,0,2,0,3645,176,3821,0,0,0,0
4967,Question: Are Xinxiang and Qionglai City both county-level cities?,no,no,1,1.0,1,3,0,6214,145,6359,0,0,0,0
5935,Question: The Admiral's Men occupied which kind of theatre in the 1590s ?,Elizabethan playhouse,Elizabethan theatre,0,0.5,1,7,0,15853,473,16326,0,0,0,0
1462,Question: What type of music did Dave Wyndorf and Poly Styrene perform as part of their work in Monster Magnet and X-Ray Spex?,stoner rock and punk rock,rock,0,0.33333333333333337,1,3,0,5940,136,6076,0,0,0,0
4125,"Question: Which airport, Salt Lake City International Airport or Brainerd Lakes Regional Airport, serves as a commercial airline and is closest to it's respective downtown city?",Brainerd Lakes Regional Airport,Brainerd Lakes Regional Airport,1,1.0,1,3,0,6365,238,6603,0,0,0,0
2743,"Question: Which one of the Long Island Herald newspaper chain serves a village in Nassau County, New York with a population of 6,483?",null,The Nassau Herald,0,0.0,0,7,0,15228,585,15813,0,0,0,0
2196,Question: Which iPhone was the first to be completely developed by the Chief Executive Officer of Apple who was born in 1960?,null,iPhone 5,0,0.0,0,7,0,15707,459,16166,0,0,0,0
6560,Question: Which ocean would the ingredients likely come from for the She-crab soup?,Atlantic Ocean,Atlantic Ocean,1,1.0,1,2,0,3757,94,3851,0,0,0,0
344,Question: Garden Island Naval Chapel is the oldest Chistian chapel of a naval branch of what defence force?,Australian Defence Force,Australian Defence Force,1,1.0,1,2,0,3823,99,3922,0,0,0,0
5430,Question: What is the middle name of the actress who played Lucy Baker in the TV series Lassie ?,null,Wanda,0,0.0,0,6,0,12744,541,13285,0,0,0,0
5359,Question: How many times has the author of Writing with Intent been shortlisted for the Booker Prize ? ,null,five times,0,0.0,0,7,0,15304,347,15651,0,0,0,0
1818,Question: What singer who sang in church during her childhood did Stacy Barthe pen album tracks for?,null,Katy Perry,0,0.0,0,7,0,16495,374,16869,0,0,0,0
3215,Question: Who is the chairman of the company that operates Suncoast Hotel and Casino?,null,Bill Boyd,0,0.0,0,4,0,8170,166,8336,0,0,0,0
7137,Question: What midfielder for West Bromwich Albion is Michael John Standing an agent for?,Gareth Barry,Gareth Barry,1,1.0,1,4,0,7669,194,7863,0,0,0,0
3977,Question: Which professional baseball player was born in 1984 and played as a rookie for the Los Angeles Dogers in 2007?,James Loney,Matthew Ryan Kemp,0,0.0,0,4,0,8071,335,8406,0,0,0,0
24,Question: What was the father of Kasper Schmeichel voted to be by the IFFHS in 1992?,IFFHS World's Best Goalkeeper,World's Best Goalkeeper,0,0.8571428571428571,1,4,0,8435,382,8817,0,0,0,0
7285,Question: James Cromwell stars in which movie that chronicles the life of Thoroughbred race horse?,Secretariat,Secretariat,1,1.0,1,3,0,6063,166,6229,0,0,0,0
6543,Question: Creolized forms of which language are found in traditional African religions of Africa with some influence from Christianity?,null,Kongo,0,0.0,0,7,0,15401,763,16164,0,0,0,0
6485,Question: In what country did Irvine Gerald Sellar develop the second-tallest free-standing structure?,null,United Kingdom,0,0.0,0,5,0,10721,471,11192,0,0,0,0
110,"Question: Based on a True Story... is an album by which country music star, with the single My Eyes?",Blake Shelton,Blake Shelton,1,1.0,1,3,0,5787,138,5925,0,0,0,0
3569,Question: Who played a lead role in Dhool and has been awarded an Honorary Doctorate by the People's University of Milan?,Vikram,Vikram,1,1.0,1,4,0,8422,228,8650,0,0,0,0
3916,"Question: The English company behind the British Rail Class D1/3 locomotive, Ruston & Hornsby is now a part of what German company?",null,the Siemens group,0,0.0,0,7,0,14787,681,15468,0,0,0,0
4873,"Question: Which town in New Hampshire with a population of 5,457 in 2010 is located by Mount Monadnock?",null,Jaffrey,0,0.0,0,6,0,13251,577,13828,0,0,0,0
3729,"Question: What is the real name of the free jazz drummer on the album ""Center of the World""?",Raymond Patterson,Raymond Patterson,1,1.0,1,3,0,5932,120,6052,0,0,0,0
6325,"Question: Which genus has more species, Leitneria or Tricyrtis?",Tricyrtis,Tricyrtis,1,1.0,1,3,0,5749,140,5889,0,0,0,0
855,Question: What public radio network in New York has allowed Eric Plakun to dis his psychiatric work?,WAMC,WAMC,1,1.0,1,2,0,3805,113,3918,0,0,0,0
1244,Question: Which airport Grand Forks International Airport or El Paso International Airport is closer to their town ?,El Paso International Airport,El Paso International Airport,1,1.0,1,3,0,5848,160,6008,0,0,0,0
6175,Question: How many albums have been sold by the band who was supported by Iron Maiden on their World Wide Blitz Tour?,null,close to 50 million,0,0.0,0,5,0,10000,288,10288,0,0,0,0
5147,"Question: How many times was the writer, who invited Hu Lanqi to meet him in Moscow, a nominee for the Nobel Prize in Literature ? ",five,a five-time nominee,0,0.0,1,3,0,6061,170,6231,0,0,0,0
3817,Question: What was the population of the city where Penobscot Marine Museum is located?,"2,649","The population was 2,615",0,0.0,0,4,0,8483,162,8645,0,0,0,0
1306,Question: Are Greater Swiss Mountain Dog and Harrier both dog breeds?,yes,yes,1,1.0,1,4,0,7814,137,7951,0,0,0,0
6053,Question: Eduard Schweizer teaches at a German university with over how many students? ,"28,000","26,000",0,0.0,0,3,0,5750,153,5903,0,0,0,0
2680,Question: Woodland is a census-designated place in a town that had this population as of the 2010 census?,null,"1,521",0,0.0,0,4,0,7794,409,8203,0,0,0,0
1667,Question: About how many people are employed by the company founded by Denise Coates?,null,"3,000",0,0.0,0,5,0,10065,227,10292,0,0,0,0
1642,"Question: Which American film director and actor famous for his role as Donny ""The Bear Jew"" Donowitz wrote the 2012 film ""The Man with the Iron Fists""?",Eli Roth,Eli Roth,1,1.0,1,4,0,8257,263,8520,0,0,0,0
4741,Question: Fort Snelling spurred growth of Saint Paul was located in this county?,Hennepin County,Hennepin County,1,1.0,1,3,0,5546,99,5645,0,0,0,0
2489,Question: Kalle Mäkinen is nicknamed after a Spanish football that captains what two teams?,Real Madrid and Monterrey,Real Madrid and the Spain national team,0,0.6,0,5,0,10361,337,10698,0,0,0,0
935,"Question: What was the name of the publisher who published ""Finnegans Wake"" in 1939 by James Joyce",null,Teriade,0,0.0,0,7,0,14941,470,15411,0,0,0,0
4928,Question: Dum Dum Motijheel College is located in the capital of West Bengal?,yes,Kolkata,0,0.0,0,5,0,10031,391,10422,0,0,0,0
6284,Question: In between  Polytechnic University of the Philippines and California Polytechnic State University which was founded as a vocational high school?,California Polytechnic State University,California Polytechnic State University,1,1.0,1,7,0,17084,969,18053,0,0,0,0
5391,Question: What show was Elena Shaddow in that was written by a relative of Richard Rodgers?,null,The Light in the Piazza,0,0.0,0,7,0,16823,472,17295,0,0,0,0
4569,"Question: The royal anthem is changed from what to ""long live our noble Duke""?",Long live our noble King,Long live our noble Queen,0,0.8000000000000002,0,2,0,3826,206,4032,0,0,0,0
