question_idx,framework,em,f1,total_tokens
9356,cot_sc,0.0,0.0,12529
546,cot_sc,1.0,1.0,17841
4091,cot_sc,1.0,1.0,10030
4384,cot_sc,1.0,1.0,10721
3254,cot_sc,1.0,1.0,10337
3053,cot_sc,1.0,1.0,29243
404,cot_sc,1.0,1.0,10229
6611,cot_sc,1.0,1.0,9684
8847,cot_sc,1.0,1.0,10121
2919,cot_sc,0.0,0.0,10722
1167,cot_sc,1.0,1.0,14293
8408,cot_sc,1.0,1.0,31464
5972,cot_sc,1.0,1.0,18001
6036,cot_sc,0.0,0.0,14979
5168,cot_sc,1.0,1.0,10318
9670,cot_sc,1.0,1.0,9231
5006,cot_sc,1.0,1.0,20509
4425,cot_sc,0.0,0.0,11974
2294,cot_sc,0.0,0.0,10985
6464,cot_sc,1.0,1.0,24497
8477,cot_sc,1.0,1.0,12126
5871,cot_sc,1.0,1.0,12050
232,cot_sc,1.0,1.0,20418
880,cot_sc,1.0,1.0,10644
9476,cot_sc,1.0,1.0,10218
7051,cot_sc,0.0,0.0,32852
5733,cot_sc,1.0,1.0,10596
9370,cot_sc,0.0,0.0,22853
8379,cot_sc,1.0,1.0,10754
9395,cot_sc,1.0,1.0,10200
2576,cot_sc,1.0,1.0,9879
3095,cot_sc,1.0,1.0,14739
3389,cot_sc,0.0,0.0,9488
5501,cot_sc,1.0,1.0,11504
7320,cot_sc,1.0,1.0,14150
9459,cot_sc,1.0,1.0,9606
9174,cot_sc,0.0,0.0,11029
6696,cot_sc,1.0,1.0,10792
273,cot_sc,1.0,1.0,9976
9536,cot_sc,1.0,1.0,25807
3550,cot_sc,1.0,1.0,9679
2161,cot_sc,1.0,1.0,10098
9989,cot_sc,1.0,1.0,10870
5555,cot_sc,1.0,1.0,9195
6747,cot_sc,0.0,0.0,9918
244,cot_sc,1.0,1.0,8993
9666,cot_sc,1.0,1.0,23347
6849,cot_sc,1.0,1.0,13120
5891,cot_sc,0.0,0.0,26799
4320,cot_sc,1.0,1.0,9441
3804,cot_sc,1.0,1.0,12261
5440,cot_sc,1.0,1.0,9459
6349,cot_sc,1.0,1.0,9326
3015,cot_sc,1.0,1.0,9886
6991,cot_sc,0.0,0.0,9619
6526,cot_sc,1.0,1.0,10681
16,cot_sc,1.0,1.0,9667
3306,cot_sc,0.0,0.0,21789
4885,cot_sc,1.0,1.0,9617
7083,cot_sc,0.0,0.0,26148
6971,cot_sc,0.0,0.0,11183
4923,cot_sc,1.0,1.0,9283
6829,cot_sc,1.0,1.0,9664
2186,cot_sc,0.0,0.0,9817
2107,cot_sc,0.0,0.0,31084
3266,cot_sc,1.0,1.0,13155
8571,cot_sc,1.0,1.0,9581
846,cot_sc,1.0,1.0,15155
7445,cot_sc,0.0,0.0,20499
7831,cot_sc,0.0,0.0,15297
8350,cot_sc,0.0,0.0,15731
5855,cot_sc,1.0,1.0,13568
8808,cot_sc,1.0,1.0,12303
7423,cot_sc,0.0,0.0,15489
9055,cot_sc,0.0,0.0,14418
3547,cot_sc,0.0,0.0,10728
9409,cot_sc,1.0,1.0,10006
7989,cot_sc,1.0,1.0,13657
41,cot_sc,1.0,1.0,9465
4728,cot_sc,0.0,0.0,12298
1594,cot_sc,0.0,0.0,9677
669,cot_sc,0.0,0.0,15934
3747,cot_sc,1.0,1.0,9748
446,cot_sc,0.0,0.0,13178
5030,cot_sc,1.0,1.0,9585
5161,cot_sc,0.0,0.0,10227
259,cot_sc,1.0,1.0,13316
2703,cot_sc,1.0,1.0,10277
8028,cot_sc,0.0,0.0,27166
857,cot_sc,1.0,1.0,9256
3604,cot_sc,1.0,1.0,13670
3968,cot_sc,1.0,1.0,10238
3069,cot_sc,1.0,1.0,18264
9503,cot_sc,0.0,0.0,9490
1208,cot_sc,1.0,1.0,12447
7091,cot_sc,0.0,0.0,18056
5552,cot_sc,0.0,0.0,18411
9120,cot_sc,0.0,0.0,19004
1746,cot_sc,1.0,1.0,19764
806,cot_sc,1.0,1.0,10602
226,cot_sc,0.0,0.0,9568
1552,cot_sc,1.0,1.0,10656
6753,cot_sc,0.0,0.0,9670
9529,cot_sc,0.0,0.0,28036
9202,cot_sc,1.0,1.0,31580
7840,cot_sc,1.0,1.0,9358
3284,cot_sc,0.0,0.0,17082
5579,cot_sc,1.0,1.0,14759
5971,cot_sc,1.0,1.0,13960
1354,cot_sc,1.0,1.0,9918
5816,cot_sc,1.0,1.0,35719
7649,cot_sc,0.0,0.0,12306
2146,cot_sc,1.0,1.0,9839
7842,cot_sc,1.0,1.0,14436
906,cot_sc,1.0,1.0,13643
4974,cot_sc,1.0,1.0,12091
394,cot_sc,0.0,0.0,12542
1092,cot_sc,1.0,1.0,18352
3169,cot_sc,1.0,1.0,12284
1589,cot_sc,0.0,0.0,11595
7899,cot_sc,0.0,0.0,9617
3603,cot_sc,0.0,0.0,10742
6996,cot_sc,1.0,1.0,9614
8123,cot_sc,1.0,1.0,9387
3817,cot_sc,1.0,1.0,9325
5277,cot_sc,1.0,1.0,10628
1098,cot_sc,1.0,1.0,9652
4369,cot_sc,0.0,0.0,33600
1402,cot_sc,1.0,1.0,15514
2464,cot_sc,0.0,0.0,27074
5090,cot_sc,1.0,1.0,9728
8952,cot_sc,1.0,1.0,13470
6031,cot_sc,1.0,1.0,11170
7440,cot_sc,0.0,0.0,9404
7717,cot_sc,1.0,1.0,9684
5042,cot_sc,0.0,0.0,37192
8075,cot_sc,1.0,1.0,13165
1330,cot_sc,1.0,1.0,9960
5762,cot_sc,1.0,1.0,13207
7069,cot_sc,1.0,1.0,13324
2577,cot_sc,1.0,1.0,11314
7030,cot_sc,1.0,1.0,9352
5163,cot_sc,0.0,0.0,17980
4144,cot_sc,1.0,1.0,17036
9172,cot_sc,1.0,1.0,12723
3641,cot_sc,0.0,0.0,11857
292,cot_sc,1.0,1.0,9707
9768,cot_sc,0.0,0.0,9959
1765,cot_sc,1.0,1.0,10471
1726,cot_sc,0.0,0.0,27390
7382,cot_sc,1.0,1.0,21225
1887,cot_sc,1.0,1.0,11421
3047,cot_sc,0.0,0.0,8982
1936,cot_sc,1.0,1.0,9855
3898,cot_sc,1.0,1.0,13520
4221,cot_sc,1.0,1.0,10969
7822,cot_sc,1.0,1.0,28406
5229,cot_sc,1.0,1.0,10395
7564,cot_sc,0.0,0.0,32774
4993,cot_sc,0.0,0.0,20164
1783,cot_sc,1.0,1.0,10101
9724,cot_sc,1.0,1.0,14403
8772,cot_sc,1.0,1.0,11173
3020,cot_sc,0.0,0.0,13546
2925,cot_sc,0.0,0.0,10345
4125,cot_sc,1.0,1.0,11139
8289,cot_sc,0.0,0.0,23025
6406,cot_sc,1.0,1.0,10206
1139,cot_sc,1.0,1.0,11567
4210,cot_sc,1.0,1.0,10123
227,cot_sc,1.0,1.0,10292
1012,cot_sc,1.0,1.0,9694
2639,cot_sc,1.0,1.0,12072
8930,cot_sc,1.0,1.0,13104
7336,cot_sc,0.0,0.0,9537
4790,cot_sc,0.0,0.0,31732
6638,cot_sc,1.0,1.0,9835
1575,cot_sc,0.0,0.0,9891
5343,cot_sc,0.0,0.0,16495
2690,cot_sc,1.0,1.0,13341
7428,cot_sc,1.0,1.0,10022
642,cot_sc,1.0,1.0,17661
1941,cot_sc,0.0,0.0,11164
9612,cot_sc,1.0,1.0,13232
1276,cot_sc,0.0,0.0,13305
6111,cot_sc,1.0,1.0,11192
1384,cot_sc,1.0,1.0,13039
5302,cot_sc,1.0,1.0,15328
3370,cot_sc,1.0,1.0,12084
5092,cot_sc,1.0,1.0,9930
8744,cot_sc,1.0,1.0,9620
6798,cot_sc,1.0,1.0,9981
609,cot_sc,1.0,1.0,21167
8729,cot_sc,1.0,1.0,17714
2990,cot_sc,1.0,1.0,12517
1615,cot_sc,1.0,1.0,11973
5378,cot_sc,1.0,1.0,13306
4099,cot_sc,1.0,1.0,32771
4373,majority_voting,0.0,0.0,6009
4411,majority_voting,1.0,1.0,8081
7752,majority_voting,1.0,1.0,28634
2078,majority_voting,0.0,0.0,6209
7777,majority_voting,1.0,1.0,5994
7398,majority_voting,1.0,1.0,6261
2021,majority_voting,1.0,1.0,9279
8755,majority_voting,0.0,0.0,25615
4242,majority_voting,0.0,0.0,16866
5880,majority_voting,0.0,0.0,15395
4795,majority_voting,1.0,1.0,13557
9500,majority_voting,1.0,1.0,6043
344,majority_voting,0.0,0.0,9711
2194,majority_voting,0.0,0.0,22706
3125,majority_voting,1.0,1.0,9422
7350,majority_voting,0.0,0.0,8624
4187,majority_voting,1.0,1.0,8030
1564,majority_voting,0.0,0.0,9106
8501,majority_voting,1.0,1.0,6102
7826,majority_voting,1.0,1.0,15688
2634,majority_voting,1.0,1.0,7455
6223,majority_voting,1.0,1.0,9253
2939,majority_voting,1.0,1.0,13511
7736,majority_voting,0.0,0.0,27313
6431,majority_voting,0.0,0.0,9385
8853,majority_voting,1.0,1.0,9654
8292,majority_voting,1.0,1.0,6161
4922,majority_voting,1.0,1.0,5642
9578,majority_voting,1.0,1.0,6292
6280,majority_voting,1.0,1.0,17360
5545,majority_voting,1.0,1.0,15773
8144,majority_voting,0.0,0.0,23305
9250,majority_voting,0.0,0.0,16259
2632,majority_voting,1.0,1.0,13522
1652,majority_voting,1.0,1.0,7493
234,majority_voting,0.0,0.0,13110
5535,majority_voting,1.0,1.0,8547
2432,majority_voting,1.0,1.0,10979
3854,majority_voting,1.0,1.0,6761
9696,majority_voting,1.0,1.0,9603
1950,majority_voting,0.0,0.0,9235
342,majority_voting,1.0,1.0,9170
6116,majority_voting,0.0,0.0,25278
6266,majority_voting,1.0,1.0,8212
6686,majority_voting,0.0,0.0,10274
4877,majority_voting,0.0,0.0,13603
705,majority_voting,1.0,1.0,6487
6245,majority_voting,1.0,1.0,6143
2278,majority_voting,0.0,0.0,8428
8642,majority_voting,0.0,0.0,19435
644,majority_voting,1.0,1.0,10892
2850,majority_voting,1.0,1.0,6083
5903,majority_voting,1.0,1.0,22145
150,majority_voting,0.0,0.0,8320
7976,majority_voting,1.0,1.0,24098
867,majority_voting,1.0,1.0,8743
6248,majority_voting,1.0,1.0,6194
8712,majority_voting,1.0,1.0,21042
4260,majority_voting,0.0,0.0,6171
4562,majority_voting,1.0,1.0,5953
441,majority_voting,1.0,1.0,9821
1019,majority_voting,1.0,1.0,5986
4950,majority_voting,1.0,1.0,7115
7521,majority_voting,1.0,1.0,12826
4312,majority_voting,1.0,1.0,6122
294,majority_voting,1.0,1.0,9498
1613,majority_voting,1.0,1.0,6142
5524,majority_voting,0.0,0.0,5963
9836,majority_voting,1.0,1.0,7058
7088,majority_voting,1.0,1.0,17627
1413,majority_voting,1.0,1.0,7229
6656,majority_voting,1.0,1.0,8764
9954,majority_voting,0.0,0.0,21584
9131,majority_voting,0.0,0.0,7260
5917,majority_voting,1.0,1.0,14198
6853,majority_voting,0.0,0.0,24123
7884,majority_voting,1.0,1.0,9757
1068,majority_voting,0.0,0.0,7367
470,majority_voting,0.0,0.0,11398
4007,majority_voting,1.0,1.0,6000
9761,majority_voting,0.0,0.0,6055
2114,majority_voting,1.0,1.0,6026
8199,majority_voting,1.0,1.0,13748
3905,majority_voting,1.0,1.0,26042
4218,majority_voting,1.0,1.0,6437
2019,majority_voting,1.0,1.0,9589
7525,majority_voting,1.0,1.0,15798
3148,majority_voting,0.0,0.0,21559
1924,majority_voting,0.0,0.0,6240
4921,majority_voting,1.0,1.0,6020
4410,majority_voting,1.0,1.0,8322
2778,majority_voting,1.0,1.0,8061
7732,majority_voting,1.0,1.0,7275
3121,majority_voting,1.0,1.0,5973
8565,majority_voting,0.0,0.0,6010
5516,majority_voting,0.0,0.0,6154
6857,majority_voting,0.0,0.0,5997
4508,majority_voting,1.0,1.0,5743
4025,majority_voting,1.0,1.0,5737
6521,majority_voting,0.0,0.0,6010
9396,majority_voting,1.0,1.0,7006
7968,majority_voting,1.0,1.0,15997
3,majority_voting,0.0,0.0,5921
1495,majority_voting,1.0,1.0,6053
7554,majority_voting,1.0,1.0,8285
8074,majority_voting,0.0,0.0,24845
2324,majority_voting,1.0,1.0,6033
2406,majority_voting,1.0,1.0,5865
699,majority_voting,0.0,0.0,16634
5805,majority_voting,1.0,1.0,26544
9070,majority_voting,1.0,1.0,6062
2168,majority_voting,0.0,0.0,31447
4086,majority_voting,1.0,1.0,7424
8586,majority_voting,0.0,0.0,15060
3675,majority_voting,1.0,1.0,14892
7916,majority_voting,1.0,1.0,6238
7103,majority_voting,1.0,1.0,6120
4079,majority_voting,0.0,0.0,7351
1857,majority_voting,1.0,1.0,5959
3351,majority_voting,0.0,0.0,14478
9800,majority_voting,0.0,0.0,23462
2693,majority_voting,1.0,1.0,17449
2119,majority_voting,0.0,0.0,6410
44,majority_voting,0.0,0.0,15113
4452,majority_voting,1.0,1.0,8148
9903,majority_voting,0.0,0.0,6078
2548,majority_voting,0.0,0.0,6465
8675,majority_voting,0.0,0.0,6106
7355,majority_voting,0.0,0.0,17972
4326,majority_voting,1.0,1.0,9112
3691,majority_voting,1.0,1.0,9800
3568,majority_voting,0.0,0.0,8799
762,majority_voting,1.0,1.0,6065
2492,majority_voting,0.0,0.0,22174
9445,majority_voting,1.0,1.0,9344
7187,majority_voting,0.0,0.0,15483
8129,majority_voting,1.0,1.0,8705
6454,majority_voting,1.0,1.0,5862
6886,majority_voting,1.0,1.0,7237
1023,majority_voting,0.0,0.0,14737
9981,majority_voting,1.0,1.0,6098
8921,majority_voting,0.0,0.0,6125
7674,majority_voting,1.0,1.0,9589
2073,majority_voting,0.0,0.0,28349
6466,majority_voting,0.0,0.0,6627
6455,majority_voting,0.0,0.0,26312
8956,majority_voting,0.0,0.0,7244
3445,majority_voting,1.0,1.0,6777
380,majority_voting,0.0,0.0,6376
3018,majority_voting,1.0,1.0,10966
5620,majority_voting,1.0,1.0,6947
9889,majority_voting,0.0,0.0,5992
5798,majority_voting,1.0,1.0,7436
6458,majority_voting,1.0,1.0,6078
9581,majority_voting,0.0,0.0,27020
4608,majority_voting,1.0,1.0,8325
225,majority_voting,1.0,1.0,5918
3655,majority_voting,0.0,0.0,15892
3831,majority_voting,1.0,1.0,5917
1205,majority_voting,1.0,1.0,6118
5373,majority_voting,0.0,0.0,19781
2350,majority_voting,1.0,1.0,7031
5728,majority_voting,0.0,0.0,7433
1994,majority_voting,0.0,0.0,6106
7409,majority_voting,0.0,0.0,8402
2657,majority_voting,1.0,1.0,6035
8960,majority_voting,1.0,1.0,9146
8632,majority_voting,1.0,1.0,6252
1789,majority_voting,1.0,1.0,9225
8370,majority_voting,1.0,1.0,5981
9965,majority_voting,0.0,0.0,18233
1065,majority_voting,1.0,1.0,20929
81,majority_voting,0.0,0.0,5941
3581,majority_voting,1.0,1.0,5991
4226,majority_voting,1.0,1.0,17776
9322,majority_voting,1.0,1.0,6348
8303,majority_voting,1.0,1.0,9716
6932,majority_voting,1.0,1.0,17638
9498,majority_voting,1.0,1.0,8926
5381,majority_voting,1.0,1.0,6025
4080,majority_voting,1.0,1.0,20106
9871,majority_voting,1.0,1.0,24134
2985,majority_voting,1.0,1.0,5765
5364,majority_voting,1.0,1.0,7279
120,majority_voting,1.0,1.0,6347
9141,majority_voting,0.0,0.0,10401
4324,majority_voting,0.0,0.0,7390
7309,majority_voting,1.0,1.0,5972
1527,majority_voting,1.0,1.0,6059
7706,majority_voting,1.0,1.0,6969
7453,majority_voting,1.0,1.0,7655
6544,majority_voting,1.0,1.0,12998
3255,majority_voting,1.0,1.0,12160
6047,majority_voting,1.0,1.0,25230
8422,majority_voting,1.0,1.0,6279
7587,majority_voting,1.0,1.0,8057
8275,majority_voting,0.0,0.0,7042
9923,majority_voting,1.0,1.0,8569
1419,majority_voting,0.0,0.0,5878
6066,majority_voting,1.0,1.0,7148
9359,majority_voting,0.0,0.0,6084
7169,majority_voting,1.0,1.0,5865
9109,majority_voting,1.0,1.0,8492
905,majority_voting,1.0,1.0,10606
4645,majority_voting,1.0,1.0,24425
430,majority_voting,1.0,1.0,6992
619,majority_voting,0.0,0.0,15872
285,majority_voting,1.0,1.0,8492
6739,majority_voting,0.0,0.0,5609
5493,majority_voting,1.0,1.0,8004
8766,majority_voting,1.0,1.0,9364
2667,majority_voting,0.0,0.0,15860
3750,majority_voting,0.0,0.0,11904
5960,majority_voting,1.0,1.0,6130
9634,majority_voting,0.0,0.0,21612
3667,majority_voting,1.0,1.0,6000
8684,majority_voting,0.0,0.0,21251
9428,majority_voting,0.0,0.0,5831
4805,majority_voting,0.0,0.0,8953
7858,majority_voting,1.0,1.0,7047
2745,majority_voting,1.0,1.0,5871
7236,majority_voting,1.0,1.0,20863
5536,majority_voting,0.0,0.0,14879
3546,majority_voting,1.0,1.0,6344
9454,majority_voting,0.0,0.0,6101
193,majority_voting,1.0,1.0,5805
4,majority_voting,1.0,1.0,5953
6617,majority_voting,0.0,0.0,22311
6348,majority_voting,1.0,1.0,6025
1399,majority_voting,1.0,1.0,11565
527,majority_voting,1.0,1.0,6069
5217,majority_voting,0.0,0.0,7916
8256,majority_voting,0.0,0.0,6189
8100,majority_voting,1.0,1.0,8652
8566,majority_voting,1.0,1.0,18162
7795,majority_voting,1.0,1.0,8749
2594,majority_voting,0.0,0.0,8100
9341,majority_voting,1.0,1.0,6074
5031,majority_voting,0.0,0.0,7561
2692,majority_voting,0.0,0.0,28960
9136,majority_voting,1.0,1.0,5991
1952,majority_voting,0.0,0.0,5827
9769,majority_voting,0.0,0.0,7230
4159,majority_voting,1.0,1.0,6030
7978,majority_voting,1.0,1.0,5860
7365,majority_voting,0.0,0.0,11657
6837,majority_voting,0.0,0.0,28619
693,majority_voting,0.0,0.0,20858
1412,majority_voting,1.0,1.0,7112
9337,majority_voting,1.0,1.0,10128
558,majority_voting,0.0,0.0,5961
5629,majority_voting,0.0,0.0,25673
1178,majority_voting,1.0,1.0,10925
3026,majority_voting,0.0,0.0,14906
5518,majority_voting,0.0,0.0,10721
1122,majority_voting,1.0,1.0,6043
1347,majority_voting,1.0,1.0,5969
8720,majority_voting,1.0,1.0,4847
3017,majority_voting,1.0,1.0,8247
913,majority_voting,0.0,0.0,17226
4832,majority_voting,0.0,0.0,7372
2570,majority_voting,1.0,1.0,7054
1680,majority_voting,1.0,1.0,17047
7539,majority_voting,1.0,1.0,6078
4328,majority_voting,0.0,0.0,5883
7847,majority_voting,0.0,0.0,5894
6579,majority_voting,0.0,0.0,6256
6331,majority_voting,1.0,1.0,7051
5922,majority_voting,0.0,0.0,23047
5352,majority_voting,0.0,0.0,6033
6447,majority_voting,1.0,1.0,10351
9767,majority_voting,1.0,1.0,17160
8806,majority_voting,1.0,1.0,11248
4027,majority_voting,1.0,1.0,5902
1720,majority_voting,1.0,1.0,22405
5025,majority_voting,0.0,0.0,7033
4062,majority_voting,0.0,0.0,5822
3764,majority_voting,0.0,0.0,30304
2729,majority_voting,1.0,1.0,6264
6165,majority_voting,1.0,1.0,5991
1404,majority_voting,1.0,1.0,8325
2623,majority_voting,1.0,1.0,6265
754,majority_voting,1.0,1.0,15239
825,majority_voting,0.0,0.0,10675
1738,majority_voting,1.0,1.0,5976
6224,majority_voting,1.0,1.0,10186
6535,majority_voting,1.0,1.0,12515
7832,majority_voting,1.0,1.0,6115
4754,majority_voting,1.0,1.0,6016
633,majority_voting,0.0,0.0,23201
3823,majority_voting,0.0,0.0,24910
6087,majority_voting,0.0,0.0,7196
4992,majority_voting,0.0,0.0,27279
8661,majority_voting,0.0,0.0,14912
5954,majority_voting,1.0,1.0,12281
927,majority_voting,1.0,1.0,10628
7288,majority_voting,0.0,0.0,7375
5166,majority_voting,0.0,0.0,15869
818,majority_voting,1.0,1.0,11591
9794,majority_voting,1.0,1.0,8045
8747,majority_voting,1.0,1.0,17490
7196,majority_voting,0.0,0.0,5982
9356,majority_voting,0.0,0.0,7375
546,majority_voting,0.0,0.0,12625
4091,majority_voting,1.0,1.0,6203
4384,majority_voting,1.0,1.0,7016
3254,majority_voting,1.0,1.0,6321
3053,majority_voting,1.0,1.0,23209
404,majority_voting,1.0,1.0,6758
6611,majority_voting,1.0,1.0,6012
8847,majority_voting,1.0,1.0,6210
2919,majority_voting,0.0,0.0,6538
1167,majority_voting,1.0,1.0,9802
8408,majority_voting,1.0,1.0,25562
5972,majority_voting,1.0,1.0,13511
6036,majority_voting,0.0,0.0,10834
5168,majority_voting,1.0,1.0,6301
9670,majority_voting,1.0,1.0,5788
5006,majority_voting,1.0,1.0,15724
4425,majority_voting,0.0,0.0,8119
2294,majority_voting,0.0,0.0,7144
6464,majority_voting,1.0,1.0,19260
8477,majority_voting,1.0,1.0,8189
5871,majority_voting,1.0,1.0,8216
232,majority_voting,1.0,1.0,15452
880,majority_voting,1.0,1.0,6482
9476,majority_voting,1.0,1.0,6277
7051,majority_voting,0.0,0.0,26993
5733,majority_voting,1.0,1.0,6467
9370,majority_voting,0.0,0.0,17100
8379,majority_voting,1.0,1.0,6538
9395,majority_voting,1.0,1.0,6262
2576,majority_voting,1.0,1.0,6094
3095,majority_voting,1.0,1.0,10823
3389,majority_voting,0.0,0.0,5810
5501,majority_voting,1.0,1.0,7407
7320,majority_voting,1.0,1.0,9766
9459,majority_voting,1.0,1.0,5951
9174,majority_voting,0.0,0.0,7149
6696,majority_voting,1.0,1.0,6546
273,majority_voting,1.0,1.0,6156
9536,majority_voting,1.0,1.0,20751
3550,majority_voting,1.0,1.0,6000
2161,majority_voting,0.0,0.0,6027
9989,majority_voting,1.0,1.0,7088
5555,majority_voting,1.0,1.0,5764
6747,majority_voting,0.0,0.0,5995
244,majority_voting,1.0,1.0,5663
9666,majority_voting,1.0,1.0,18284
6849,majority_voting,1.0,1.0,9149
5891,majority_voting,0.0,0.0,20880
4320,majority_voting,1.0,1.0,5870
3804,majority_voting,1.0,1.0,8310
5440,majority_voting,1.0,1.0,5892
6349,majority_voting,1.0,1.0,5832
3015,majority_voting,1.0,1.0,6100
6991,majority_voting,0.0,0.0,5959
6526,majority_voting,1.0,1.0,7019
16,majority_voting,1.0,1.0,5991
3306,majority_voting,0.0,0.0,16973
4885,majority_voting,1.0,1.0,5972
7083,majority_voting,1.0,1.0,20263
6971,majority_voting,0.0,0.0,7242
4923,majority_voting,1.0,1.0,5796
6829,majority_voting,1.0,1.0,6000
2186,majority_voting,0.0,0.0,6040
2107,majority_voting,0.0,0.0,24831
3266,majority_voting,1.0,1.0,9266
8571,majority_voting,1.0,1.0,5976
846,majority_voting,1.0,1.0,10595
7445,majority_voting,0.0,0.0,15685
7831,majority_voting,0.0,0.0,11109
8350,majority_voting,0.0,0.0,11092
5855,majority_voting,1.0,1.0,9498
8808,majority_voting,1.0,1.0,8430
7423,majority_voting,0.0,0.0,11176
9055,majority_voting,0.0,0.0,9865
3547,majority_voting,0.0,0.0,6421
9409,majority_voting,1.0,1.0,6175
7989,majority_voting,1.0,1.0,9617
41,majority_voting,1.0,1.0,5884
4728,majority_voting,0.0,0.0,8338
1594,majority_voting,0.0,0.0,5996
669,majority_voting,0.0,0.0,11554
3747,majority_voting,1.0,1.0,6036
446,majority_voting,0.0,0.0,8963
5030,majority_voting,1.0,1.0,5946
5161,majority_voting,0.0,0.0,6261
259,majority_voting,1.0,1.0,9264
2703,majority_voting,1.0,1.0,6773
8028,majority_voting,0.0,0.0,21820
857,majority_voting,1.0,1.0,5808
3604,majority_voting,1.0,1.0,9528
3968,majority_voting,1.0,1.0,6282
3069,majority_voting,1.0,1.0,13931
9503,majority_voting,0.0,0.0,5900
1208,majority_voting,1.0,1.0,8398
7091,majority_voting,1.0,1.0,13529
5552,majority_voting,0.0,0.0,13830
9120,majority_voting,0.0,0.0,14284
1746,majority_voting,1.0,1.0,15210
806,majority_voting,1.0,1.0,6458
226,majority_voting,0.0,0.0,5928
1552,majority_voting,1.0,1.0,6968
6753,majority_voting,0.0,0.0,6005
9529,majority_voting,0.0,0.0,22698
9202,majority_voting,1.0,1.0,25560
7840,majority_voting,1.0,1.0,5827
3284,majority_voting,0.0,0.0,12684
5579,majority_voting,1.0,1.0,10035
5971,majority_voting,1.0,1.0,9600
1354,majority_voting,1.0,1.0,6121
5816,majority_voting,1.0,1.0,29440
7649,majority_voting,0.0,0.0,8297
2146,majority_voting,1.0,1.0,6121
7842,majority_voting,1.0,1.0,8792
906,majority_voting,1.0,1.0,9446
4974,majority_voting,1.0,1.0,7670
394,majority_voting,0.0,0.0,8007
1092,majority_voting,0.0,0.0,13759
3169,majority_voting,1.0,1.0,8406
1589,majority_voting,1.0,1.0,7276
7899,majority_voting,0.0,0.0,5974
3603,majority_voting,0.0,0.0,6522
6996,majority_voting,1.0,1.0,5979
8123,majority_voting,1.0,1.0,5863
3817,majority_voting,1.0,1.0,5806
5277,majority_voting,1.0,1.0,6482
1098,majority_voting,1.0,1.0,5996
4369,majority_voting,0.0,0.0,27726
1402,majority_voting,1.0,1.0,11089
2464,majority_voting,0.0,0.0,21561
5090,majority_voting,1.0,1.0,6033
8952,majority_voting,1.0,1.0,9414
6031,majority_voting,1.0,1.0,7264
7440,majority_voting,0.0,0.0,5871
7717,majority_voting,1.0,1.0,5992
5042,majority_voting,0.0,0.0,30353
8075,majority_voting,1.0,1.0,9233
1330,majority_voting,1.0,1.0,6154
5762,majority_voting,1.0,1.0,9238
7069,majority_voting,1.0,1.0,9313
2577,majority_voting,1.0,1.0,7328
7030,majority_voting,1.0,1.0,5855
5163,majority_voting,1.0,1.0,13285
4144,majority_voting,1.0,1.0,12392
9172,majority_voting,1.0,1.0,8553
3641,majority_voting,0.0,0.0,8112
292,majority_voting,1.0,1.0,6033
9768,majority_voting,0.0,0.0,6163
1765,majority_voting,1.0,1.0,6383
1726,majority_voting,0.0,0.0,21710
7382,majority_voting,1.0,1.0,16079
1887,majority_voting,1.0,1.0,7364
3047,majority_voting,0.0,0.0,5658
1936,majority_voting,1.0,1.0,6147
3898,majority_voting,1.0,1.0,9429
4221,majority_voting,1.0,1.0,7162
7822,majority_voting,1.0,1.0,22970
5229,majority_voting,1.0,1.0,6376
7564,majority_voting,0.0,0.0,26732
4993,majority_voting,0.0,0.0,15225
1783,majority_voting,1.0,1.0,6223
9724,majority_voting,1.0,1.0,10246
8772,majority_voting,1.0,1.0,7246
3020,majority_voting,0.0,0.0,9452
2925,majority_voting,0.0,0.0,6343
4125,majority_voting,1.0,1.0,7284
8289,majority_voting,1.0,1.0,17319
6406,majority_voting,1.0,1.0,6267
1139,majority_voting,1.0,1.0,7450
4210,majority_voting,1.0,1.0,6221
227,majority_voting,0.0,0.0,6091
1012,majority_voting,1.0,1.0,6049
2639,majority_voting,1.0,1.0,7213
8930,majority_voting,1.0,1.0,7680
7336,majority_voting,0.0,0.0,5921
4790,majority_voting,0.0,0.0,25849
6638,majority_voting,1.0,1.0,6068
1575,majority_voting,0.0,0.0,6116
5343,majority_voting,1.0,1.0,12113
2690,majority_voting,1.0,1.0,9017
7428,majority_voting,1.0,1.0,6180
642,majority_voting,1.0,1.0,13369
1941,majority_voting,0.0,0.0,6743
9612,majority_voting,1.0,1.0,9260
1276,majority_voting,0.0,0.0,8896
6111,majority_voting,1.0,1.0,6769
1384,majority_voting,1.0,1.0,9189
5302,majority_voting,1.0,1.0,10981
3370,majority_voting,1.0,1.0,8226
5092,majority_voting,1.0,1.0,6122
8744,majority_voting,1.0,1.0,5969
6798,majority_voting,1.0,1.0,6157
609,majority_voting,0.0,0.0,16480
8729,majority_voting,1.0,1.0,13239
2990,majority_voting,1.0,1.0,8456
1615,majority_voting,1.0,1.0,8139
5378,majority_voting,1.0,1.0,8912
4099,majority_voting,1.0,1.0,26481
4373,reflexion_react,0.0,0.0,30742
4411,reflexion_react,1.0,1.0,2143
7752,reflexion_react,1.0,1.0,10759
2078,reflexion_react,0.0,0.0,82026
